country_name_short	country_name	party_name_short	party_name_english	party_name	party_name_ascii	family_name_short	family_name	left_right	state_market	liberty_authority	eu_anti_pro	cmp	euprofiler	ees	castles_mair	huber_inglehart	ray	benoit_laver	chess	country_id	party_id	family_id
"CAN"	"Canada"	"GPC"	"Green Party of Canada"	"Green Party of Canada"	"Green Party of Canada"	"eco"	"Green/Ecologist"	1.9018	2.2467	2.0327	6.5							5253.0		29	1259	19.0
"CAN"	"Canada"	"L-P"	"Liberal-Progressive"	"Liberal-Progressive"	"Liberal-Progressive"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									29	2011	6.0
"CAN"	"Canada"	"LL"	"Liberal-Labour"	"Liberal-Labour"	"Liberal-Labour"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									29	2085	6.0
"CAN"	"Canada"	"LP"	"Liberal Party of Canada"	"Liberal Party of Canada"	"Liberal Party of Canada"	"lib"	"Liberal"	5.0552	5.3509	3.4615	8.8	62420.0			402.0	803.0		5273.0		29	368	6.0
"CAN"	"Canada"	"NDP"	"New Democratic Party"	"New Democratic Party"	"New Democratic Party"	"soc"	"Social democracy"	2.46	1.9195	1.1134	8.1	62320.0			401.0	801.0		5293.0		29	296	11.0
"CAN"	"Canada"	"NPC"	"National Party of Canada"	"National Party of Canada"	"National Party of Canada"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									29	2142	11.0
"CAN"	"Canada"	"PCP"	"Progressive Conservative Party of Canada"	"Progressive Conservative Party of Canada"	"Progressive Conservative Party of Canada"	"con"	"Conservative"	6.7112	6.9659	5.997000000000001	7.8	62620.0			403.0	804.0		5313.0		29	794	26.0
"CAN"	"Canada"	"PR"	"Rhinoceros Party"	"Parti Rhinoceros"	"Parti Rhinoceros"	"spec"	"Special issue"													29	2148	16.0
"CAN"	"Canada"	"RPC"	"Reform Party of Canada"	"Reform Party of Canada"	"Reform Party of Canada"	"con"	"Conservative"	8.7748	8.7668	9.0688	7.8	62621.0				805.0		5233.0		29	897	26.0
"CAN"	"Canada"	"SCR"	"Social Credit Rally"	"Ralliement créditiste"	"Ralliement creditiste"	"spec"	"Special issue"													29	677	16.0
"CAN"	"Canada"	"SSC"	"Social Credit Party of Canada"	"Social Credit Party of Canada"	"Social Credit Party of Canada"	"con"	"Conservative"	7.8	6.4	6.9	7.8	62951.0			404.0					29	1392	26.0
"CAN"	"Canada"	"UE"	"Union of Electors"	"Union des électeurs"	"Union des electeurs"	"spec"	"Special issue"													29	2162	16.0
"CAN"	"Canada"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													29	2067	12.0
"CAN"	"Canada"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													29	1189	12.0
"CHE"	"Switzerland"	"BDP"	"Conservative Democratic Party of Switzerland"	"Bürgerlich–Demokratische Partei (BDP) Graubünden"	"Buergerlich--Demokratische Partei (BDP) Graubuenden"	"con"	"Conservative"	7.4	6.4	6.9	7.8								3612.0	40	1213	26.0
"CHE"	"Switzerland"	"CVP-PDC"	"Conservative Peoples Party"	"Christlichdemokratische Volkspartei – Parti démocrate–chrétien"	"Christlichdemokratische Volkspartei -- Parti democrate--chretien"	"chr"	"Christian democracy"	4.7288	5.6421	7.1414	6.3386	43520.0	288.0			3802.0	1701.0	7980.0	3604.0	40	531	3.0
"CHE"	"Switzerland"	"CsP-PCS"	"Christian Social Party"	"Christlich-soziale Partei – Parti chrétien-social"	"Christlich-soziale Partei -- Parti chretien-social"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3								3611.0	40	1012	3.0
"CHE"	"Switzerland"	"DG"	"Democratic Group"	"Gruppe der Demokraten – Groupe des democrates"	"Gruppe der Demokraten -- Groupe des democrates"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									40	886	11.0
"CHE"	"Switzerland"	"EDU-UDF"	"Federal Democratic Union of Switzerland"	"Eidgenössisch-Demokratische Union – Union Démocratique Fédérale"	"Eidgenoessisch-Demokratische Union -- Union Democratique Federale"	"con"	"Conservative"	8.6579	6.3816	9.4247	0.9868	43711.0						7996.0	3608.0	40	1318	26.0
"CHE"	"Switzerland"	"EJ"	"Agreement Jura"	"Entente jurassienne"	"Entente jurassienne"	"code"	"to be coded"													40	1964	28.0
"CHE"	"Switzerland"	"EVP-PEP"	"Protestant Peoples Party"	"Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse"	"Evangelische Volkspartei der Schweiz -- Parti Populaire Evangelique Suisse"	"chr"	"Christian democracy"	4.9248	4.4498	7.5812	5.0504	43530.0	394.0				1706.0	8012.0	3607.0	40	602	3.0
"CHE"	"Switzerland"	"FDP-PRD"	"Radical Democratic Party"	"Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse"	"Freisinnig-Demokratische Partei der Schweiz -- Parti Radical-Democratique Suisse"	"lib"	"Liberal"	6.3249	8.0105	3.4159	6.4439	43420.0	289.0			3803.0	1703.0	8028.0		40	26	6.0
"CHE"	"Switzerland"	"FGr-ASF"	"Feminists and Green-Alternative Groups"	"Feministische und grün-alternative Gruppierungen – Alternative socialiste verte et groupements féministes"	"Feministische und gruen-alternative Gruppierungen -- Alternative socialiste verte et groupements feministes"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	2.5						1712.0			40	569	19.0
"CHE"	"Switzerland"	"FPS"	"Automobile Party | Freedom Party of Switzerland"	"Auto-Partei | Freiheitspartei der Schweiz"	"Auto-Partei | Freiheitspartei der Schweiz"	"right"	"Right-wing"	8.0556	5.9	8.6	0.0	43951.0				3806.0	1713.0			40	1602	40.0
"CHE"	"Switzerland"	"GPL-PVL"	"Green Liberal Party"	"Grünliberale Partei der Schweiz – Parti Vert-Libéral"	"Gruenliberale Partei der Schweiz -- Parti Vert-Liberal"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5								3606.0	40	308	19.0
"CHE"	"Switzerland"	"Grue"	"Greens"	"Grüne – Écologiste"	"Gruene -- Ecologiste"	"eco"	"Green/Ecologist"	1.6886	1.7263	1.0316	6.507000000000001	43110.0	290.0				1711.0	8044.0	3605.0	40	141	19.0
"CHE"	"Switzerland"	"KHM"	"Committee Herbert Maeder"	"Komitee Herbert Maeder"	"Komitee Herbert Maeder"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									40	1967	19.0
"CHE"	"Switzerland"	"LF/PEB"	"Liberal Socialist Party"	"Liberalsozialistische Partei / Freiwirtschaftliche Bewegung – Parti d'économie franche"	"Liberalsozialistische Partei / Freiwirtschaftliche Bewegung -- Parti d economie franche"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									40	1960	6.0
"CHE"	"Switzerland"	"LPS"	"Liberal Party of Switzerland"	"Liberale Partei der Schweiz – Parti liberal suisse"	"Liberale Partei der Schweiz -- Parti liberal suisse"	"lib"	"Liberal"	7.2961	8.477	4.2441	7.6667	43531.0				3805.0	1702.0	8060.0		40	458	6.0
"CHE"	"Switzerland"	"LdT"	"Ticino League"	"Lega dei Ticinesi"	"Lega dei Ticinesi"	"right"	"Right-wing"	8.7	5.9	8.6	2.4						1714.0		3610.0	40	1500	40.0
"CHE"	"Switzerland"	"LdU-ADI"	"Independents Alliance"	"Landesring der Unabhängigen – Alliance des Indépendants"	"Landesring der Unabhaengigen -- Alliance des Independants"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	43321.0								40	1264	11.0
"CHE"	"Switzerland"	"MCR"	"Geneva Citizens' Movement"	"Mouvement Citoyens Genevois"	"Mouvement Citoyens Genevois"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									40	2599	40.0
"CHE"	"Switzerland"	"NA|SD"	"National Action -- Swiss Democrats"	"Nationale Aktion – Action Nationale | Schweizer Demokraten – Démocrates Suisses"	"Nationale Aktion -- Action Nationale | Schweizer Demokraten -- Democrates Suisses"	"right"	"Right-wing"	9.4247	6.2573	9.0409	0.2384	43710.0					1709.0	8092.0		40	628	40.0
"CHE"	"Switzerland"	"POCH"	"Progressive Organisations of Switzerland"	"Progressive Organisationen der Schweiz – Organisations progressistes de Suisse"	"Progressive Organisationen der Schweiz -- Organisations progressistes de Suisse"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									40	964	14.0
"CHE"	"Switzerland"	"PSA"	"Autonomous Socialist Party"	"Partito socialista autonomo"	"Partito socialista autonomo"	"com"	"Communist/Socialist"	1.3	1.4	3.0	5.0						1710.0			40	224	14.0
"CHE"	"Switzerland"	"PdA"	"Swiss Party of Labour"	"Partei der Arbeit der Schweiz"	"Partei der Arbeit der Schweiz"	"com"	"Communist/Socialist"	0.5263	0.5835	1.6148	6.8893	43220.0					1707.0	8076.0	3609.0	40	1167	14.0
"CHE"	"Switzerland"	"RB"	"Republican Movement"	"Republikanische Bewegung"	"Republikanische Bewegung"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									40	564	40.0
"CHE"	"Switzerland"	"S"	"Solidarity"	"solidaritéS"	"solidariteS"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									40	1226	14.0
"CHE"	"Switzerland"	"SP-PS"	"Social Democratic Party of Switzerland"	"Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse"	"Sozialdemokratische Partei der Schweiz -- Parti Socialiste Suisse"	"soc"	"Social democracy"	1.8319	1.7579	1.2281	9.0614	43320.0	291.0			3801.0	1704.0	8108.0	3602.0	40	35	11.0
"CHE"	"Switzerland"	"SVP-UDC"	"Swiss People's Party"	"Schweizerische Volkspartei – Union Démocratique du Centre"	"Schweizerische Volkspartei -- Union Democratique du Centre"	"agr"	"Agrarian"	7.3575	8.9684	8.3385	0.6368	43810.0	292.0			3804.0	1705.0	8124.0	3601.0	40	750	2.0
"CHE"	"Switzerland"	"etc"	"others"	"others"	"others"	"none"	"no family"													40	2579	12.0
"CHE"	"Switzerland"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													40	2303	12.0
"CYP"	"Cyprus"	"ADISOK"	"Democratic Socialist Renewal Movement"	"Anorthotiko Dimokratiko Sosialistiko Kinima"	"Anorthotiko Dimokratiko Sosialistiko Kinima"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									51	1779	14.0
"CYP"	"Cyprus"	"ADK"	"Fighting Democratic Movement"	"Agonistiko Dimokratiko Kinima"	"Agonistiko Dimokratiko Kinima"	"right"	"Right-wing"	7.7632	5.2632	5.0	8.1579							5333.0		51	1049	40.0
"CYP"	"Cyprus"	"AKEL"	"Progressive Party of Working People"	"Anorthotikó Kómma Ergazómenou Laoú"	"Anorthotikon Komma Ergazemenou Laou"	"com"	"Communist/Socialist"	1.0526	2.6316	6.1842	6.1842	55321.0	49.0	1196321.0				5351.0		51	572	14.0
"CYP"	"Cyprus"	"DIKO"	"Democratic Party"	"Dimokratikó Kómma"	"Dimokratiko Komma"	"con"	"Conservative"	5.1316	4.0789	6.0526	8.0263	55422.0	50.0	1196422.0				5369.0		51	851	26.0
"CYP"	"Cyprus"	"DISY"	"Democratic Rally"	"Dimokratikós Sinayermós"	"Dimokratikos Synagermos"	"con"	"Conservative"	8.6842	7.3684	5.0	9.4737	55711.0	51.0	1196711.0				5387.0		51	1575	26.0
"CYP"	"Cyprus"	"ED"	"United Democrats"	"Enomeni Dimokrates"	"Enomeni Dimokrates"	"lib"	"Liberal"	7.1053	6.0526	4.3421	9.7368	55423.0						5423.0		51	1523	6.0
"CYP"	"Cyprus"	"EDEK"	"Movement for Social Democracy EDEK"	"Kinima Sosialdimokraton EDEK"	"Kinima Sosialdimokraton EDEK"	"soc"	"Social democracy"	3.2895	4.7368	5.9211	8.8158	55323.0	54.0	1196322.0				5405.0		51	945	11.0
"CYP"	"Cyprus"	"EK"	"European Party"	"Evropaiko Komma"	"Evropaiko Komma"	"lib"	"Liberal"	6.0	6.7	3.5	8.8		52.0	1196600.0						51	491	6.0
"CYP"	"Cyprus"	"ELAM"	"National Popular Front"	"Ethniko Laiko Metopo"	"Ethniko Laiko Metopo"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									51	1768	40.0
"CYP"	"Cyprus"	"EnKe"	"Union Centre"	"Enosi Kentrou"	"Enosi Kentrou"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									51	1777	6.0
"CYP"	"Cyprus"	"GTE"	"For Europe"	"Gia tin Evropi"	"For Europe"	"con"	"Conservative"	7.4	6.4	6.9	7.8									51	768	26.0
"CYP"	"Cyprus"	"Greek"	"Greek"	"Greek"	"Greek"	"none"	"no family"													51	1071	12.0
"CYP"	"Cyprus"	"I-SL"	"Independent -- Sener Levent"	"Independent – Sener Levent"	"Independent -- Sener Levent"	"none"	"no family"													51	2343	12.0
"CYP"	"Cyprus"	"KEP"	"Free Citizens Movement"	"K.E.P"	"K.E.P"	"code"	"to be coded"													51	1735	28.0
"CYP"	"Cyprus"	"KOP"	"Ecological and Environmental Movement"	"Kinima Oikologoi Perivallontistoi"	"Kinima Oikologoi Perivallontistoi"	"eco"	"Green/Ecologist"	5.7895	5.5263	5.7895	7.5		53.0	1196110.0				5441.0		51	1621	19.0
"CYP"	"Cyprus"	"LP"	"Liberal Party"	"Liberal Party"	"Liberal Party"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									51	1151	6.0
"CYP"	"Cyprus"	"ME"	"Message of Hope"	"Minima Elpidas"	"Minima Elpidas"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									51	2342	6.0
"CYP"	"Cyprus"	"NEDEPA"	"New Democratic Front"	"Nea Demokratiki Parataxi"	"Nea Demokratiki Parataxi"	"code"	"to be coded"													51	1778	28.0
"CYP"	"Cyprus"	"NO"	"New Horizons"	"Neoi Orizontes"	"Neoi Orizontes"	"right"	"Right-wing"	9.3421	6.5789	7.1053	7.6316							5459.0		51	6	40.0
"CYP"	"Cyprus"	"PAME"	"Pancypriot Militant Front"	"Pankyprio Agonistiko Metopo"	"Pankyprio Agonistiko Metopo"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									51	1776	40.0
"CYP"	"Cyprus"	"SYM"	"Citizen's Alliance"	"Symmaxia"	"Symmaxia"	"spec"	"Special issue"													51	2341	16.0
"CYP"	"Cyprus"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													51	534	12.0
"CZE"	"Czech Republic"	"ANO"	"Action of Dissatisfied Citizens"	"Akce nespokojených občanů"	"Akce nespokojenych obcanu"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									68	2263	6.0
"CZE"	"Czech Republic"	"CNSP"	"Czech National Social(ist) Party"	"Česká národně strana socialistická"	"Ceska narodne strana socialisticka"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									68	29	40.0
"CZE"	"Czech Republic"	"CSSD"	"Czech Social Democratic Party"	"Česká strana sociálně demokratická"	"Ceska strana socialne demokraticka"	"soc"	"Social democracy"	3.0463	3.0031	4.2463	8.5647	82320.0	55.0	1203320.0		1002.0		1328.0	2101.0	68	789	11.0
"CZE"	"Czech Republic"	"DSSS"	"Workers' Party of Social Justice"	"Dělnická strana sociální spravedlnosti"	"Delnicka strana socialni spravedlnosti"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									68	795	40.0
"CZE"	"Czech Republic"	"DU"	"Democratic Union"	"Demokratická unie"	"Demokraticka unie"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									68	1616	6.0
"CZE"	"Czech Republic"	"DZJ"	"Pensioners for a Secure Living"	"Důchodci za životní jistoty"	"Duchodci za zivotni jistoty"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	82901.0								68	77	11.0
"CZE"	"Czech Republic"	"EDS"	"European Democratic Party"	"Evropská demokratická strana"	"Evropska demokraticka strana"	"lib"	"Liberal"	6.0	6.7	3.5	8.8		56.0							68	1454	6.0
"CZE"	"Czech Republic"	"HSD-SMS"	"Movement for Self-Governing Democracy -- Society for Moravia and Silesia"	"Hnutí za samosprávnou demokracii – Společnost pro Moravu a Slezsko"	"Hnuti za samospravnou demokracii -- Spolecnost pro Moravu a Slezsko"	"spec"	"Special issue"					82951.0								68	19	16.0
"CZE"	"Czech Republic"	"HSS"	"Movement for Social Justice"	"Hnutí za sociální spravedlnosti"	"Hnuti za socialni spravedlnosti"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									68	2223	11.0
"CZE"	"Czech Republic"	"KAN"	"Club of committed Non-Party Members"	"Klub angazovaných nestraníku"	"Klub angazovanych nestraniku"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									68	2220	6.0
"CZE"	"Czech Republic"	"KDS"	"Christian Democratic Party"	"Krestanskodemokraticka strana"	"Krestanskodemokraticka strana"	"chr"	"Christian democracy"	8.1444	5.7	7.2	8.3	82521.0				1008.0				68	440	3.0
"CZE"	"Czech Republic"	"KDU-CSL"	"Christian Democratic Union -- People's Party"	"Křesťanská a demokratická unie – Československá strana lidová"	"Krest'anska a demokraticka unie -- Ceskoslovenska strana lidova"	"chr"	"Christian democracy"	5.8099	6.0784	7.9119	8.4535	82523.0	58.0	1203523.0		1007.0		1354.0	2104.0	68	1245	3.0
"CZE"	"Czech Republic"	"KSC"	"Communist Party of Czechoslovakia"	"Komunistická strana Československa"	"Komunisticka strana Ceskoslovenska"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	82220.0								68	665	14.0
"CZE"	"Czech Republic"	"KSCM"	"Communist Party of Bohemia and Moravia"	"Komunistická strana Cech a Moravy"	"Komunisticka strana Cech a Moravy"	"com"	"Communist/Socialist"	0.7498	1.2243	6.4265	2.4656	82220.0	57.0	1203220.0		1001.0		1380.0	2103.0	68	1173	14.0
"CZE"	"Czech Republic"	"LB"	"Left Bloc"	"Levý Blok"	"Levy Blok"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									68	2224	14.0
"CZE"	"Czech Republic"	"LIDEM"	"LIDEM -- Liberal Democrats"	"LIDEM – liberální demokraté"	"LIDEM -- liberalni demokrate"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									68	2042	6.0
"CZE"	"Czech Republic"	"LSU"	"Liberal Social Union"	"Liberálně sociální unie"	"Liberalne socialni unie"	"lib"	"Liberal"	2.9667	6.7	3.5	8.8	82420.0				1003.0				68	1218	6.0
"CZE"	"Czech Republic"	"NEI"	"Independent Initiative"	"Nezávislá iniciativa"	"Nezavisla iniciativa"	"code"	"to be coded"													68	2221	28.0
"CZE"	"Czech Republic"	"Ne"	"Independent"	"Nezávislí"	"Nezavisli"	"right"	"Right-wing"	5.5	4.5	4.75	5.0								2108.0	68	653	40.0
"CZE"	"Czech Republic"	"ODA"	"Civic Democratic Alliance"	"Občanská demokratická aliance"	"Obcanska demokraticka aliance"	"lib"	"Liberal"	7.1111	6.7	3.5	8.8	82412.0				1006.0				68	1123	6.0
"CZE"	"Czech Republic"	"ODS"	"Civic Democratic Party"	"Občanská demokratická strana"	"Obcanska demokraticka strana"	"con"	"Conservative"	7.3637	7.8985	4.0087	4.456	82413.0	59.0	1203413.0		1005.0		1458.0	2102.0	68	829	26.0
"CZE"	"Czech Republic"	"OF"	"Civic Forum"	"Obcanské fórum"	"Obcanske forum"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	82410.0								68	743	6.0
"CZE"	"Czech Republic"	"OH|SD"	"Civic Movement | Free Democrats"	"Obcanské hnuti | Svobodní Demokraté"	"Obcanske hnuti | Svobodni Demokrate"	"lib"	"Liberal"	4.1667	6.7	3.5	8.8					1004.0				68	574	6.0
"CZE"	"Czech Republic"	"PB"	"Right Bloc"	"Pravý Blok"	"Pravy Blok"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									68	2033	40.0
"CZE"	"Czech Republic"	"Pi"	"Czech Pirate Party"	"Ceska piratska strana"	"Ceska piratska strana"	"spec"	"Special issue"													68	2261	16.0
"CZE"	"Czech Republic"	"S-JB"	"Sovereignty -- Jana Bobosikova Bloc"	"Suverenita – blok Jany Bobošíkové"	"Suverenita -- blok Jany Bobosikove"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									68	1613	40.0
"CZE"	"Czech Republic"	"SB"	"Free Bloc"	"Svobodný blok"	"Svobodny blok"	"code"	"to be coded"													68	2102	28.0
"CZE"	"Czech Republic"	"SCPZR"	"Czechoslovak Businessmen's, Traders' and Farmers' Party"	"Strana československých podnikatelů, živnostníků a rolníků"	"Strana ceskoslovenskych podnikatelu, zivnostniku a rolniku"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									68	2219	6.0
"CZE"	"Czech Republic"	"SNK-ED"	"SNK European Democrats"	"SNK Evropští demokraté"	"SNK Evropsti demokrate"	"lib"	"Liberal"	6.0929	6.5934	3.4947	8.3662		60.0					1510.0	2106.0	68	1532	6.0
"CZE"	"Czech Republic"	"SPOZ"	"Party of Civic Rights -- Zemanovci"	"Strana práv občanů – Zemanovci"	"Strana prav obcanu -- Zemanovci"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									68	406	11.0
"CZE"	"Czech Republic"	"SPP"	"Party of the Friends of Beer"	"Strana prátel piva"	"Strana pratel piva"	"spec"	"Special issue"													68	2222	16.0
"CZE"	"Czech Republic"	"SPR-RSC"	"Rally for the Republic -- Republican Party of Czechoslovakia"	"Sdruzení pro republiku – Republikánská strana Ceskoslovenska"	"Sdruzeni pro republiku -- Republikanska strana Ceskoslovenska"	"right"	"Right-wing"	9.7778	5.9	8.6	2.4	82710.0				1009.0				68	872	40.0
"CZE"	"Czech Republic"	"SSO"	"Party of Free Citizens"	"Strana svobodných občanů"	"Strana svobodnych obcanu"	"con"	"Conservative"	7.4	6.4	6.9	7.8		63.0							68	363	26.0
"CZE"	"Czech Republic"	"STAN"	"Mayors and Independents"	"Starostové a nezávislí"	"Starostove a nezavisli"	"spec"	"Special issue"													68	2024	16.0
"CZE"	"Czech Republic"	"SZ"	"Green Party"	"Strana zelených"	"Strana zelenych"	"eco"	"Green/Ecologist"	4.123	3.8917	1.8596	7.8505		61.0	1203110.0				1536.0	2107.0	68	196	19.0
"CZE"	"Czech Republic"	"SZV"	" Alliance of Farmers and the Countryside"	"Spojenectví zemedelcu a venkova"	"Spojenectvi zemedelcu a venkova"	"agr"	"Agrarian"	5.3	4.9	6.5	5.4									68	2101	2.0
"CZE"	"Czech Republic"	"TOP09"	"Tradition Responsibility Prosperity 09"	"Tradice Odpovědnost Prosperita 09"	"Tradice Odpovednost Prosperita 09"	"con"	"Conservative"	7.4	6.4	6.9	7.8								2109.0	68	2	26.0
"CZE"	"Czech Republic"	"UPD"	"Dawn of Direct Democracy"	"Úsvit přímé demokracie"	"Usvit prime demokracie"	"con"	"Conservative"	7.4	6.4	6.9	7.8									68	2262	26.0
"CZE"	"Czech Republic"	"US"	"Freedom Union"	"Unie svobody "	"Unie svobody"	"lib"	"Liberal"	7.2204	7.5343	2.3792	9.4344	82421.0	62.0					1586.0	2105.0	68	688	6.0
"CZE"	"Czech Republic"	"VV"	"Public Affairs"	"Věci veřejné"	"Veci verejne"	"lib"	"Liberal"	6.0	6.7	3.5	8.8								2110.0	68	336	6.0
"CZE"	"Czech Republic"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													68	1567	12.0
"DEU"	"Germany"	"AfD"	"Alternative for Germany"	"Alternative für Deutschland"	"Alternative fuer Deutschland"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									54	2253	40.0
"DEU"	"Germany"	"B90/Gr"	"Alliance 90 / Greens -- Citizens' Movement"	"Bündnis 90 / Grüne – BürgerInnenbewegung"	"Buendnis 90 / Gruene -- BuergerInnenbewegung"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5	41112.0								54	255	19.0
"DEU"	"Germany"	"B90/Gru"	"Alliance 90 / Greens"	"Bündnis 90 / Die Grünen"	"Buendnis 90 / Die Gruenen"	"eco"	"Green/Ecologist"	2.9308	4.3268	1.3251	7.6101	41113.0	115.0	1276113.0	802.0	1502.0	305.0	6015.0	304.0	54	772	19.0
"DEU"	"Germany"	"BFB"	"Confederation of free citizens -- Offensive for Germany"	"Bund freier Bürger – Offensive für Deutschland"	"Bund freier Buerger -- Offensive fuer Deutschland"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									54	1720	40.0
"DEU"	"Germany"	"BP"	"Bavarian Party"	"Bayernpartei"	"Bayernpartei"	"con"	"Conservative"	7.4	6.4	6.9	7.8	41911.0								54	1131	26.0
"DEU"	"Germany"	"CDU"	"Christian Democratic Union"	"Christlich Demokratische Union"	"Christlich Demokratische Union"	"chr"	"Christian democracy"	6.2503	6.3498	6.9333	8.5024	41521.0	116.0	1276521.0	805.0	1505.0	301.0	5943.0	301.0	54	808	3.0
"DEU"	"Germany"	"CDU+CSU"	"Christian Democratic Union / Christian Social Union"	"Christlich Demokratische Union / Christlich Soziale Union"	"Christlich Demokratische Union / Christlich Soziale Union"	"chr"	"Christian democracy"	6.2503	6.3498	6.9333	8.5024	41521.0	116.0	1276521.0	805.0	1505.0	301.0	5943.0	301.0	54	1727	3.0
"DEU"	"Germany"	"CSU"	"Christian Social Union"	"Christlich Soziale Union"	"Christlich Soziale Union"	"chr"	"Christian democracy"	7.2871	6.5615	7.8675	6.667999999999999	41521.0	117.0	1276521.0	806.0	1506.0	309.0	5943.0	308.0	54	1180	3.0
"DEU"	"Germany"	"DFU"	"German Peace Union"	"Deutsche Friedensunion"	"Deutsche Friedensunion"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									54	633	14.0
